cell_id,mouse_id,condition,number_of_trials,pre_stim_integral_mean,post_stim_integral_mean,p-value_on_integrals,direction_of_effect_on_integrals,pre_stim_mean_all,post_stim_mean_all,p-value_on_means,direction_of_effect_on_means,integral_change_magnitude,mean_change_magnitude
C008,M332849,hit,52,0.9084786200218605,-2.0617462940376976,0.29119721136096177,-1.0,0.030725440963140494,-0.07091820538436461,0.2888381314782469,-1.0,-2.9702249140595582,-0.1016436463475051
C008,M332849,miss,67,0.9084786200218605,-1.0869642953604934,0.4278323281807521,-1.0,0.030725440963140494,-0.03714025578182498,0.42896677552275675,-1.0,-1.995442915382354,-0.06786569674496547
C008,M332849,fa,193,0.9084786200218605,-1.4756931772759951,0.17448927607224451,-1.0,0.030725440963140494,-0.0478741913667923,0.19023051120773338,-1.0,-2.3841717972978556,-0.07859963232993279
C008,M332849,cr,72,0.9084786200218605,1.274632243260719,0.8950946937638434,1.0,0.030725440963140494,0.041617873722492864,0.9084282071512086,1.0,0.36615362323885836,0.01089243275935237
C009,M332849,hit,52,2.266616646050115,3.684266639905594,0.7027973885593852,1.0,0.07905685319214177,0.13507712429621563,0.661833909396037,1.0,1.4176499938554787,0.05602027110407386
C009,M332849,miss,67,2.266616646050115,-0.8592111405565687,0.30802958369309774,-1.0,0.07905685319214177,-0.029054440256783103,0.30407113805962743,-1.0,-3.125827786606684,-0.10811129344892487
C009,M332849,fa,193,2.266616646050115,-0.7085539987367561,0.15526842006006375,-1.0,0.07905685319214177,-0.023109299040001943,0.15543709343788284,-1.0,-2.9751706447868713,-0.10216615223214372
C009,M332849,cr,72,2.266616646050115,-1.5340450503517924,0.20002182181158573,-1.0,0.07905685319214177,-0.049624262180439305,0.20582209218288577,-1.0,-3.8006616964019075,-0.1286811153725811
C010,M332849,hit,52,-0.7284317461969473,0.5965413637670185,0.6510588909866655,1.0,-0.02391247755943959,0.018091139812610253,0.6786764710972563,1.0,1.324973109963966,0.04200361737204984
C010,M332849,miss,67,-0.7284317461969473,-1.5509424211831373,0.7559101528633843,-1.0,-0.02391247755943959,-0.05443000244694304,0.7388158537900659,-1.0,-0.82251067498619,-0.030517524887503453
C010,M332849,fa,193,-0.7284317461969473,2.4685025550856796,0.10416352399801043,1.0,-0.02391247755943959,0.08596413384522328,0.10746966073302301,1.0,3.196934301282627,0.10987661140466287
C010,M332849,cr,72,-0.7284317461969473,-2.1634146490709303,0.5820688444961584,-1.0,-0.02391247755943959,-0.07670314065432104,0.5576740319187707,-1.0,-1.434982902873983,-0.05279066309488145
C011,M332849,hit,52,-3.7477980135022073,-7.090131806463171,0.061878967564460846,-1.0,-0.1291481182344055,-0.24155765495022014,0.06699420871790965,-1.0,-3.342333792960964,-0.11240953671581463
C011,M332849,miss,67,-3.7477980135022073,-5.421166597346549,0.2881607388198181,-1.0,-0.1291481182344055,-0.18679900642140693,0.2857895333357094,-1.0,-1.6733685838443413,-0.057650888187001426
C011,M332849,fa,193,-3.7477980135022073,-5.107578050445656,0.18433148006696998,-1.0,-0.1291481182344055,-0.1751875386629188,0.1906787145682639,-1.0,-1.3597800369434485,-0.046039420428513306
C011,M332849,cr,72,-3.7477980135022073,-5.486855799163377,0.25534253285677705,-1.0,-0.1291481182344055,-0.18852625925110453,0.25731619505165126,-1.0,-1.7390577856611693,-0.059378141016699026
C012,M332849,hit,52,0.07645796475875273,-10.73286171388274,0.0004759245244403842,-1.0,0.0009487904609081672,-0.36086261423929206,0.0006312987231983519,-1.0,-10.809319678641492,-0.36181140470020023
C012,M332849,miss,67,0.07645796475875273,-1.8096846328943528,0.5033126846124935,-1.0,0.0009487904609081672,-0.06373543421652339,0.5024115928102337,-1.0,-1.8861425976531054,-0.06468422467743155
C012,M332849,fa,193,0.07645796475875273,-2.555541127351893,0.11245876830067654,-1.0,0.0009487904609081672,-0.08752090041620834,0.11977620262401953,-1.0,-2.6319990921106458,-0.08846969087711651
C012,M332849,cr,72,0.07645796475875273,-1.5759685379027946,0.5457636454650371,-1.0,0.0009487904609081672,-0.05490975148304347,0.5508496479531559,-1.0,-1.6524265026615472,-0.05585854194395164
C013,M332849,hit,52,-4.583922605240362,49.47312962833875,8.415649730984005e-68,1.0,-0.15870457122180193,1.6537059754940757,1.5482021997839298e-67,1.0,54.05705223357911,1.8124105467158778
C013,M332849,miss,67,-4.583922605240362,-4.023343292857648,0.7066382676170373,1.0,-0.15870457122180193,-0.13919273387818354,0.6978710330358504,1.0,0.5605793123827141,0.019511837343618388
C013,M332849,fa,193,-4.583922605240362,3.065072409645856,6.7922750146848e-07,1.0,-0.15870457122180193,0.10094074092824641,6.214409204856816e-07,1.0,7.648995014886218,0.2596453121500483
C013,M332849,cr,72,-4.583922605240362,-6.361563821446403,0.18491748326039853,-1.0,-0.15870457122180193,-0.2189673839716897,0.18227661038460408,-1.0,-1.7776412162060407,-0.06026281274988776
C014,M332849,hit,52,1.018463063504627,-7.733036890827833,7.328345794760858e-10,-1.0,0.03305892703129224,-0.2600110484863722,1.8001438611265823e-09,-1.0,-8.75149995433246,-0.29306997551766445
C014,M332849,miss,67,1.018463063504627,0.5305774318525577,0.6935877940828858,-1.0,0.03305892703129224,0.018825554508005264,0.7378710920798874,-1.0,-0.48788563165206933,-0.014233372523286977
C014,M332849,fa,193,1.018463063504627,-1.3110081982233324,0.005418500833215827,-1.0,0.03305892703129224,-0.042683383690930374,0.008420878190669046,-1.0,-2.329471261727959,-0.07574231072222262
C014,M332849,cr,72,1.018463063504627,-2.1482728758603633,0.008515647155409556,-1.0,0.03305892703129224,-0.07446454743835726,0.009241700855406583,-1.0,-3.1667359393649903,-0.1075234744696495
C015,M332849,hit,52,-0.4170385232714122,-1.2496154555660877,0.8212327684314655,-1.0,-0.015193925569087259,-0.04671172724027491,0.8026269994653245,-1.0,-0.8325769322946754,-0.03151780167118765
C015,M332849,miss,67,-0.4170385232714122,4.844450969262797,0.13966502886864415,1.0,-0.015193925569087259,0.1662287737935686,0.1367293168624513,1.0,5.26148949253421,0.18142269936265584
C015,M332849,fa,193,-0.4170385232714122,7.986314217551119,0.0004937897504525958,1.0,-0.015193925569087259,0.26339918887583075,0.0006808130593689846,1.0,8.40335274082253,0.278593114444918
C015,M332849,cr,72,-0.4170385232714122,4.3249974876179476,0.16583918140396034,1.0,-0.015193925569087259,0.1463974764067664,0.16739595482827316,1.0,4.742036010889359,0.16159140197585364
C016,M332849,hit,52,3.2934013309331007,1.5628172357940442,0.6951474679873935,-1.0,0.11323832345994143,0.06034960977236796,0.7272579578090156,-1.0,-1.7305840951390565,-0.052888713687573474
C016,M332849,miss,67,3.2934013309331007,-2.5655168951891616,0.1330485708408813,-1.0,0.11323832345994143,-0.08759070222179492,0.13367694341128772,-1.0,-5.858918226122262,-0.20082902568173636
C016,M332849,fa,193,3.2934013309331007,-3.006515664993082,0.009006617924569816,-1.0,0.11323832345994143,-0.09928560783755147,0.010364033009856576,-1.0,-6.299916995926183,-0.21252393129749292
C016,M332849,cr,72,3.2934013309331007,-2.7795255944406607,0.10511029133369759,-1.0,0.11323832345994143,-0.09443766931614185,0.10631866186918043,-1.0,-6.072926925373761,-0.20767599277608328
C017,M332849,hit,52,1.229869067768855,-7.184959452391615,0.008390916518182558,-1.0,0.042741299462265625,-0.24612463214699182,0.008313985587992134,-1.0,-8.41482852016047,-0.28886593160925744
C017,M332849,miss,67,1.229869067768855,11.509243605802181,0.004168760598520641,1.0,0.042741299462265625,0.3965095853811725,0.004042168454174245,1.0,10.279374538033327,0.35376828591890686
C017,M332849,fa,193,1.229869067768855,-3.096178397072152,0.010074186061634982,-1.0,0.042741299462265625,-0.10737732141629684,0.009232298984003792,-1.0,-4.326047464841007,-0.15011862087856248
C017,M332849,cr,72,1.229869067768855,6.2424679500537925,0.16209643784414227,1.0,0.042741299462265625,0.21666800283325258,0.1576744870657064,1.0,5.012598882284937,0.17392670337098695
C018,M332849,hit,52,2.4107337571461773,-3.17090408356732,0.18128089440115383,-1.0,0.08314818884351785,-0.10047355291486998,0.2013235271922059,-1.0,-5.581637840713498,-0.18362174175838783
C018,M332849,miss,67,2.4107337571461773,-2.7670610781697333,0.17327632700322704,-1.0,0.08314818884351785,-0.09373834764941416,0.17623436795517003,-1.0,-5.177794835315911,-0.176886536492932
C018,M332849,fa,193,2.4107337571461773,-4.059863505043171,0.0037071244741352263,-1.0,0.08314818884351785,-0.1362084568680489,0.0042637879730650615,-1.0,-6.470597262189348,-0.21935664571156674
C018,M332849,cr,72,2.4107337571461773,-0.32070768346830086,0.4659913405041832,-1.0,0.08314818884351785,-0.010671668647132234,0.4663723606090714,-1.0,-2.731441440614478,-0.09381985749065008
C019,M332849,hit,52,-4.392418178709467,85.55385705160873,3.916273750581624e-190,1.0,-0.15228751202741425,2.8753236415883427,2.1919458130060575e-189,1.0,89.9462752303182,3.027611153615757
C019,M332849,miss,67,-4.392418178709467,-3.108886716215148,0.13271245636255655,1.0,-0.15228751202741425,-0.10855282904866466,0.13611807593904723,1.0,1.2835314624943188,0.04373468297874959
C019,M332849,fa,193,-4.392418178709467,-4.761482980597866,0.5727629325794005,-1.0,-0.15228751202741425,-0.16617115265820712,0.5290518450009417,-1.0,-0.3690648018883991,-0.013883640630792865
C019,M332849,cr,72,-4.392418178709467,-4.097251766506248,0.6111539194152285,1.0,-0.15228751202741425,-0.140699028625217,0.560715401829138,1.0,0.29516641220321915,0.011588483402197258
C020,M332849,hit,52,-6.997728548306315,44.530852511039036,1.0640301692110043e-139,1.0,-0.2414363507791845,1.5542620101744096,6.86636762316568e-142,1.0,51.52858105934535,1.7956983609535941
C020,M332849,miss,67,-6.997728548306315,-6.303285039007867,0.24582367577732553,1.0,-0.2414363507791845,-0.21695954806980972,0.23387004687732182,1.0,0.6944435092984484,0.024476802709374773
C020,M332849,fa,193,-6.997728548306315,-6.8997131279720305,0.8431677971364455,1.0,-0.2414363507791845,-0.2373655298372021,0.81028038400849,1.0,0.0980154203342849,0.004070820941982384
C020,M332849,cr,72,-6.997728548306315,-7.106605584889387,0.8344371514441025,-1.0,-0.2414363507791845,-0.24538561959487115,0.8237593218566689,-1.0,-0.10887703658307135,-0.003949268815686663
C021,M332849,hit,52,0.7142755065477281,2.710058341115047,0.6050358071236621,1.0,0.02478791655866069,0.09584736191316236,0.5922096424615015,1.0,1.995782834567319,0.07105944535450166
C021,M332849,miss,67,0.7142755065477281,-3.4253920207331583,0.21313538490336775,-1.0,0.02478791655866069,-0.11654857670062778,0.21617792104184852,-1.0,-4.139667527280887,-0.14133649325928846
C021,M332849,fa,193,0.7142755065477281,-2.5412738781746618,0.11441043034296829,-1.0,0.02478791655866069,-0.08469363687830876,0.12289509112310194,-1.0,-3.2555493847223897,-0.10948155343696946
C021,M332849,cr,72,0.7142755065477281,-0.4801143685201163,0.7230021754161363,-1.0,0.02478791655866069,-0.015848328127080164,0.725510270688585,-1.0,-1.1943898750678443,-0.040636244685740855
C022,M332849,hit,52,-6.127587251480271,85.57802119435804,2.5186322115843723e-120,1.0,-0.21025986538225847,2.881136979610119,4.7865079030712476e-120,1.0,91.70560844583832,3.0913968449923774
C022,M332849,miss,67,-6.127587251480271,-3.048883933180864,0.0009096521648876533,1.0,-0.21025986538225847,-0.1064837491015507,0.001104587379420262,1.0,3.0787033182994072,0.10377611628070776
C022,M332849,fa,193,-6.127587251480271,-3.043572904382518,6.726687123040047e-09,1.0,-0.21025986538225847,-0.10654514640980721,1.1860266418118009e-08,1.0,3.0840143470977535,0.10371471897245126
C022,M332849,cr,72,-6.127587251480271,-4.982832835414157,0.10126102910043097,1.0,-0.21025986538225847,-0.17172468878855535,0.10871060568023673,1.0,1.1447544160661147,0.03853517659370312
C023,M332849,hit,52,2.5861676432481002,-4.008112824952646,0.09010121179347644,-1.0,0.08851481528265114,-0.13502036049043747,0.09463266506909015,-1.0,-6.594280468200747,-0.22353517577308862
C023,M332849,miss,67,2.5861676432481002,-4.509779166579818,0.03572238789889239,-1.0,0.08851481528265114,-0.15522695653448623,0.035667620103495806,-1.0,-7.095946809827918,-0.24374177181713735
C023,M332849,fa,193,2.5861676432481002,-2.9494929065949282,0.008240095509603826,-1.0,0.08851481528265114,-0.09909218872493321,0.009182061421172224,-1.0,-5.535660549843028,-0.18760700400758434
C023,M332849,cr,72,2.5861676432481002,-3.1902962305514277,0.08295829916530435,-1.0,0.08851481528265114,-0.10835376033412518,0.08545735029088676,-1.0,-5.776463873799528,-0.19686857561677631
C024,M332849,hit,52,2.800588577817013,-4.307997998397775,0.018690611033167347,-1.0,0.09697392197383442,-0.14590458075944754,0.018602579127630154,-1.0,-7.108586576214789,-0.24287850273328196
C024,M332849,miss,67,2.800588577817013,1.3599612324389934,0.6052868652096488,-1.0,0.09697392197383442,0.0470869720324153,0.6002769112759612,-1.0,-1.4406273453780198,-0.04988694994141912
C024,M332849,fa,193,2.800588577817013,-3.1167878782826617,0.0005379783377568917,-1.0,0.09697392197383442,-0.10290726783097956,0.0006430761455421779,-1.0,-5.917376456099674,-0.19988118980481398
C024,M332849,cr,72,2.800588577817013,1.321248249029291,0.5938983251840759,-1.0,0.09697392197383442,0.04574259234676512,0.5881113115554633,-1.0,-1.4793403287877223,-0.0512313296270693
C025,M332849,hit,52,0.665479641989565,29.72811028727807,3.812202853077089e-11,1.0,0.021638772620086955,1.0259654511708622,1.2816369421098912e-11,1.0,29.062630645288507,1.0043266785507754
C025,M332849,miss,67,0.665479641989565,-1.1651681856406604,0.6204172075722081,-1.0,0.021638772620086955,-0.0401611434033295,0.619451964315912,-1.0,-1.8306478276302254,-0.06179991602341645
C025,M332849,fa,193,0.665479641989565,-5.648341804628368,0.004602284733642137,-1.0,0.021638772620086955,-0.19141362489765004,0.004531213016922222,-1.0,-6.313821446617933,-0.213052397517737
C025,M332849,cr,72,0.665479641989565,6.1155535702376005,0.2687986536275499,1.0,0.021638772620086955,0.2044809724140921,0.26992217680587544,1.0,5.4500739282480355,0.18284219979400515
C027,M332849,hit,52,-0.2764328849391306,13.335482147230405,1.9865239624225817e-05,1.0,-0.011168911407603621,0.44159921792516627,3.0145150425943617e-05,1.0,13.611915032169534,0.4527681293327699
C027,M332849,miss,67,-0.2764328849391306,-1.143626241931518,0.7461891668073775,-1.0,-0.011168911407603621,-0.04256747329055983,0.7310647676995904,-1.0,-0.8671933569923873,-0.03139856188295621
C027,M332849,fa,193,-0.2764328849391306,5.739342643376711,0.0035721417776755924,1.0,-0.011168911407603621,0.19236035021518455,0.003865404328703516,1.0,6.015775528315841,0.20352926162278817
C027,M332849,cr,72,-0.2764328849391306,1.4369987131868578,0.5274641425926283,1.0,-0.011168911407603621,0.045691598301854146,0.5386869298317453,1.0,1.7134315981259884,0.05686050970945777
C029,M332849,hit,52,-4.525264755521331,20.997602793713465,4.547256243861643e-33,1.0,-0.15717762725141532,0.6957211250120262,1.9406033115208028e-32,1.0,25.522867549234796,0.8528987522634415
C029,M332849,miss,67,-4.525264755521331,-2.981536338553885,0.2800836935136686,1.0,-0.15717762725141532,-0.10503654566261288,0.2840127411388045,1.0,1.5437284169674457,0.05214108158880244
C029,M332849,fa,193,-4.525264755521331,20.58176891604586,4.497661122636378e-34,1.0,-0.15717762725141532,0.681023815226959,1.0846183679317467e-33,1.0,25.10703367156719,0.8382014424783744
C029,M332849,cr,72,-4.525264755521331,-5.35396715688409,0.5513853326447535,-1.0,-0.15717762725141532,-0.18583761049100184,0.5444779964548732,-1.0,-0.8287024013627589,-0.028659983239586517
C030,M332849,hit,52,1.393607003595453,2.3400387220871903,0.7887875698297684,1.0,0.04672714960865013,0.07631238197915503,0.8066113118992956,1.0,0.9464317184917372,0.0295852323705049
C030,M332849,miss,67,1.393607003595453,-6.9567229808273705,0.006764992417885373,-1.0,0.04672714960865013,-0.23962497303808433,0.006581587593136187,-1.0,-8.350329984422824,-0.2863521226467345
C030,M332849,fa,193,1.393607003595453,-6.299492915028232,3.152258998966306e-05,-1.0,0.04672714960865013,-0.21482460705864773,3.488714170705113e-05,-1.0,-7.693099918623685,-0.26155175666729785
C030,M332849,cr,72,1.393607003595453,-5.660583241194904,0.01826276960384303,-1.0,0.04672714960865013,-0.19396642375526707,0.01845512953298472,-1.0,-7.054190244790357,-0.2406935733639172
C031,M332849,hit,52,-0.003260496571007169,-2.181921322942375,0.4836677164020269,-1.0,-1.0201814062203255e-05,-0.07154521214012978,0.502243907196184,-1.0,-2.178660826371368,-0.07153501032606757
C031,M332849,miss,67,-0.003260496571007169,-3.7286821309854363,0.19259383931932506,-1.0,-1.0201814062203255e-05,-0.1268374737749506,0.19563752730455577,-1.0,-3.7254216344144293,-0.12682727196088842
C031,M332849,fa,193,-0.003260496571007169,-3.321799557817911,0.050381221063401135,-1.0,-1.0201814062203255e-05,-0.11135925654405648,0.05557684581232156,-1.0,-3.318539061246904,-0.11134905472999428
C031,M332849,cr,72,-0.003260496571007169,-4.065777387886251,0.13650176030188588,-1.0,-1.0201814062203255e-05,-0.13787863908309625,0.1400227582885328,-1.0,-4.062516891315243,-0.13786843726903406
C032,M332849,hit,52,2.088210733415124,-5.462303689276937,0.039168532560233,-1.0,0.07113564488166915,-0.18187180234747835,0.044535330967275674,-1.0,-7.550514422692061,-0.2530074472291475
C032,M332849,miss,67,2.088210733415124,-4.372323448463051,0.04406443003624012,-1.0,0.07113564488166915,-0.14966840169282253,0.045347526841101216,-1.0,-6.460534181878176,-0.22080404657449168
C032,M332849,fa,193,2.088210733415124,-1.9771705629361027,0.05022313880942276,-1.0,0.07113564488166915,-0.06570682691183573,0.05561219251370856,-1.0,-4.065381296351227,-0.1368424717935049
C032,M332849,cr,72,2.088210733415124,0.11733723022652809,0.5558022252725707,-1.0,0.07113564488166915,0.0033989739255148145,0.5557214196793729,-1.0,-1.9708735031885958,-0.06773667095615434
C034,M332849,hit,52,2.334865745973699,-3.733606677977634,0.11369275241980467,-1.0,0.07924211352009432,-0.13433035164127174,0.10243709271917878,-1.0,-6.068472423951333,-0.21357246516136608
C034,M332849,miss,67,2.334865745973699,0.4640887000013371,0.5897743579737007,-1.0,0.07924211352009432,0.014973623309911257,0.5877528716572251,-1.0,-1.8707770459723618,-0.06426849021018306
C034,M332849,fa,193,2.334865745973699,1.2735491986362555,0.6135016818087857,-1.0,0.07924211352009432,0.041433771109087435,0.597674459729338,-1.0,-1.0613165473374435,-0.03780834241100688
C034,M332849,cr,72,2.334865745973699,3.1041241387467147,0.8271420217174347,1.0,0.07924211352009432,0.10729333673403699,0.8156018346249526,1.0,0.7692583927730157,0.02805122321394267
C035,M332849,hit,52,-1.7712511357678096,2.6773169119558893,0.016215880685243655,1.0,-0.05887553606031785,0.0860166228330682,0.020582212931504085,1.0,4.448568047723699,0.14489215889338605
C035,M332849,miss,67,-1.7712511357678096,-1.466659271981865,0.8277712605424727,1.0,-0.05887553606031785,-0.05113819496925011,0.8707636336364728,1.0,0.3045918637859446,0.007737341091067738
C035,M332849,fa,193,-1.7712511357678096,-2.316293688127339,0.5807346249706505,-1.0,-0.05887553606031785,-0.07442011764157827,0.6448555440697583,-1.0,-0.5450425523595295,-0.015544581581260423
C035,M332849,cr,72,-1.7712511357678096,-1.3691908332931646,0.7643228100856024,1.0,-0.05887553606031785,-0.043729357737621495,0.7393472677989306,1.0,0.40206030247464497,0.015146178322696352
C036,M332849,hit,52,-0.43653742304686755,5.437223949399838,0.02436511523681137,1.0,-0.013497636572976111,0.18970378866705778,0.023835784399250864,1.0,5.8737613724467055,0.2032014252400339
C036,M332849,miss,67,-0.43653742304686755,2.620712407188429,0.23520355914742325,1.0,-0.013497636572976111,0.0907956960815367,0.2386574525504325,1.0,3.0572498302352966,0.10429333265451282
C036,M332849,fa,193,-0.43653742304686755,-4.194525413692581,0.006440219163225848,-1.0,-0.013497636572976111,-0.1432829118973888,0.006307285058768029,-1.0,-3.7579879906457134,-0.12978527532441267
C036,M332849,cr,72,-0.43653742304686755,1.6825854434264857,0.3956582412550451,1.0,-0.013497636572976111,0.060563690763956166,0.38984632004609576,1.0,2.1191228664733535,0.07406132733693227
C037,M332849,hit,52,-5.949276730253982,17.098512361717724,1.7623080441981247e-42,1.0,-0.20582738329821684,0.5923485614100348,7.889255420034319e-44,1.0,23.047789091971705,0.7981759447082516
C037,M332849,miss,67,-5.949276730253982,-5.686892106887954,0.6698552316772001,1.0,-0.20582738329821684,-0.19296525059509262,0.5394399357705496,1.0,0.2623846233660281,0.012862132703124224
C037,M332849,fa,193,-5.949276730253982,14.433322466009457,2.3345254784375154e-45,1.0,-0.20582738329821684,0.4835749854329375,4.639411682650955e-45,1.0,20.38259919626344,0.6894023687311543
C037,M332849,cr,72,-5.949276730253982,-5.421611669143293,0.3775285715583854,1.0,-0.20582738329821684,-0.1878343869954233,0.3763072150685671,1.0,0.5276650611106888,0.01799299630279355
C038,M332849,hit,52,0.9536674689711407,-3.5526275298956786,0.15238401432745236,-1.0,0.032763588583525835,-0.12076843287229548,0.15678555824321716,-1.0,-4.506294998866819,-0.15353202145582132
C038,M332849,miss,67,0.9536674689711407,-3.176265396667354,0.13690253757846313,-1.0,0.032763588583525835,-0.1090598200577221,0.13779518558593937,-1.0,-4.129932865638494,-0.14182340864124793
C038,M332849,fa,193,0.9536674689711407,2.1719216439403106,0.5801673389072225,1.0,0.032763588583525835,0.07442552422996222,0.5822932237716674,1.0,1.2182541749691698,0.04166193564643639
C038,M332849,cr,72,0.9536674689711407,-3.451973205223331,0.10373189685800706,-1.0,0.032763588583525835,-0.1206291612393528,0.09989587849146278,-1.0,-4.405640674194472,-0.15339274982287865
C039,M332849,hit,52,-2.1401350825609975,11.544682617523403,9.497782773909609e-05,1.0,-0.07371679707866001,0.4006075566853191,8.327614833651329e-05,1.0,13.6848177000844,0.47432435376397913
C039,M332849,miss,67,-2.1401350825609975,2.9677029091724063,0.09979486342295871,1.0,-0.07371679707866001,0.09852735605690553,0.10561065662615077,1.0,5.107837991733404,0.17224415313556554
C039,M332849,fa,193,-2.1401350825609975,-3.7961773800186314,0.3563705657064219,-1.0,-0.07371679707866001,-0.12808468155120464,0.3786499514003968,-1.0,-1.6560422974576339,-0.054367884472544634
C039,M332849,cr,72,-2.1401350825609975,-2.2862671233161014,0.9590662216603879,-1.0,-0.07371679707866001,-0.07730989586839235,0.9707048254905146,-1.0,-0.1461320407551039,-0.003593098789732338
C040,M332849,hit,52,-0.3704171645187535,25.702408073737672,1.768736790840757e-20,1.0,-0.01230704204275572,0.85823863266911,1.1850014915492946e-19,1.0,26.072825238256424,0.8705456747118657
C040,M332849,miss,67,-0.3704171645187535,1.870734103416864,0.32626464938571653,1.0,-0.01230704204275572,0.06261690752884154,0.3390972188415755,1.0,2.2411512679356176,0.07492394957159726
C040,M332849,fa,193,-0.3704171645187535,6.153362975612787,0.0002283432289136236,1.0,-0.01230704204275572,0.20172120605089666,0.0004049046151709149,1.0,6.5237801401315405,0.2140282480936524
C040,M332849,cr,72,-0.3704171645187535,0.6665085341476563,0.6327340354637612,1.0,-0.01230704204275572,0.024562657100268084,0.6212116369335731,1.0,1.0369256986664097,0.03686969914302381
C042,M332849,hit,52,1.6749432243835152,-3.2636241222348588,0.2194175293177944,-1.0,0.056759616270762814,-0.11129383431794228,0.22254020680724865,-1.0,-4.938567346618374,-0.16805345058870508
C042,M332849,miss,67,1.6749432243835152,-5.3169541441062895,0.04818066842815193,-1.0,0.056759616270762814,-0.1819212841903566,0.04892691980511236,-1.0,-6.991897368489805,-0.23868090046111942
C042,M332849,fa,193,1.6749432243835152,-3.676681031559324,0.014826753309754291,-1.0,0.056759616270762814,-0.12356905613386243,0.016651931709174513,-1.0,-5.3516242559428395,-0.18032867240462525
C042,M332849,cr,72,1.6749432243835152,-3.5109751402866416,0.14013705696957832,-1.0,0.056759616270762814,-0.12039718669019273,0.14121829570154643,-1.0,-5.185918364670156,-0.17715680296095554
C043,M332849,hit,52,-6.483389459238878,28.305665926123428,4.649974197771605e-54,1.0,-0.22201035105330078,0.937980865028503,8.473726288812805e-53,1.0,34.7890553853623,1.1599912160818038
C043,M332849,miss,67,-6.483389459238878,-2.0807050946294816,0.002954204348797619,1.0,-0.22201035105330078,-0.07534121716046217,0.0036473354502812223,1.0,4.402684364609396,0.1466691338928386
C043,M332849,fa,193,-6.483389459238878,14.384220794653334,5.10567116857661e-41,1.0,-0.22201035105330078,0.4772786485715279,2.4975177907079086e-40,1.0,20.867610253892213,0.6992889996248287
C043,M332849,cr,72,-6.483389459238878,-3.458214596474194,0.03148713207914062,1.0,-0.22201035105330078,-0.11901038516636245,0.03220362792658114,1.0,3.025174862764684,0.10299996588693833
C046,M332849,hit,52,-7.110879777438005,-13.822506477612164,6.348129575817141e-07,-1.0,-0.24326082898541948,-0.47387964044066105,8.896647378978782e-07,-1.0,-6.7116267001741585,-0.23061881145524157
C046,M332849,miss,67,-7.110879777438005,-8.969814134624523,0.12538218259956468,-1.0,-0.24326082898541948,-0.30833394538514447,0.12274117714500506,-1.0,-1.8589343571865173,-0.06507311639972499
C046,M332849,fa,193,-7.110879777438005,17.17667596695381,2.545772756559427e-47,1.0,-0.24326082898541948,0.5857153724346492,2.16325400946513e-47,1.0,24.287555744391813,0.8289762014200687
C046,M332849,cr,72,-7.110879777438005,-9.214187622747229,0.06436253562823613,-1.0,-0.24326082898541948,-0.3178918478455769,0.05947286921591799,-1.0,-2.1033078453092235,-0.07463101886015741
C047,M332849,hit,52,-5.693088198272741,1.6863336957940191,2.368544459754393e-12,1.0,-0.19602900039132512,0.07636686778115098,9.572413159724907e-14,1.0,7.37942189406676,0.2723958681724761
C047,M332849,miss,67,-5.693088198272741,-6.027234716735555,0.6621715653192228,-1.0,-0.19602900039132512,-0.2057292074409584,0.7107188443754204,-1.0,-0.3341465184628145,-0.009700207049633286
C047,M332849,fa,193,-5.693088198272741,-6.772258541468301,0.03465908056760414,-1.0,-0.19602900039132512,-0.232293453797274,0.037630524790008085,-1.0,-1.0791703431955604,-0.03626445340594889
C047,M332849,cr,72,-5.693088198272741,-5.666939044576556,0.9722108995889707,1.0,-0.19602900039132512,-0.19405626864270056,0.9387451529517385,1.0,0.026149153696184868,0.0019727317486245566
C050,M332849,hit,52,0.017005708403992736,2.110164755341881,0.4791948159335544,1.0,0.0010505857379027501,0.07482458108628254,0.466562408366471,1.0,2.0931590469378882,0.07377399534837979
C050,M332849,miss,67,0.017005708403992736,-1.5216139277268355,0.5654149594112806,-1.0,0.0010505857379027501,-0.05258652211066673,0.558480434598755,-1.0,-1.5386196361308282,-0.05363710784856948
C050,M332849,fa,193,0.017005708403992736,10.605704443633154,2.2378312354489392e-06,1.0,0.0010505857379027501,0.35316244108269385,3.966415862736992e-06,1.0,10.588698735229162,0.3521118553447911
C050,M332849,cr,72,0.017005708403992736,-1.5737764325505663,0.5436583997934779,-1.0,0.0010505857379027501,-0.05386132068641129,0.5405119906140343,-1.0,-1.590782140954559,-0.054911906424314046
C051,M332849,hit,52,3.4759282214295877,-7.097681456744417,0.011428231774691324,-1.0,0.12115982598524012,-0.2342850828903165,0.013648713810338732,-1.0,-10.573609678174005,-0.35544490887555663
C051,M332849,miss,67,3.4759282214295877,5.52962019992738,0.6105272184769881,1.0,0.12115982598524012,0.19242777471198247,0.6080421449909698,1.0,2.0536919784977923,0.07126794872674234
C051,M332849,fa,193,3.4759282214295877,-4.333029275626939,0.0006851235074472768,-1.0,0.12115982598524012,-0.1424189343658665,0.0009018106580157108,-1.0,-7.808957497056527,-0.2635787603511066
C051,M332849,cr,72,3.4759282214295877,3.8561782329718497,0.9227176932273013,1.0,0.12115982598524012,0.1345559635105581,0.9210231727923474,1.0,0.380250011542262,0.013396137525317972
